gene_id,gene_name,NCBI_Entrez_id,ICGC_0492,ICGC_0491,ICGC_0459,ICGC_0443,ICGC_0498,ICGC_0500,ICGC_0497,ICGC_0501,ICGC_0452,ICGC_0447,ICGC_0441,ICGC_0440,ICGC_0437,ICGC_0438,ICGC_0435,ICGC_0436,ICGC_0434,ICGC_0432,ICGC_0428,ICGC_0425,ICGC_0427
ENSG00000000003,TSPAN6,7105,89,171,210,113,534,550,74,1235,103,289,1183,330,92,240,826,594,159,476,204,190,2144
ENSG00000000005,TNMD,64102,1,2,0,146,2,4,422,1,1,2,9,6,3,0,1,12,1,3,4,0,215
ENSG00000000419,DPM1,8813,924,186,530,255,661,376,693,1043,101,401,1365,980,934,1653,791,1400,164,567,563,253,1052
ENSG00000000457,SCYL3,57147,415,153,193,185,363,745,305,459,95,632,621,539,815,1031,331,694,254,201,545,389,804
ENSG00000000460,C1orf112,55732,176,101,113,47,104,243,131,203,65,331,194,202,469,223,168,357,193,145,350,155,159
ENSG00000000938,FGR,2268,79,130,62,11,15,41,37,108,79,52,37,106,136,80,119,202,129,48,85,26,32
ENSG00000000971,CFH,3075,711,3166,626,140,526,1482,296,6142,1642,624,104,1394,1038,2040,4282,10001,1495,1857,621,431,486
ENSG00000001036,FUCA2,2519,957,302,1055,1321,1179,1820,1757,875,233,885,4359,1653,1540,2237,1029,3028,349,1776,1402,884,7518
ENSG00000001084,GCLC,2729,617,312,1471,495,2212,1548,1769,1851,371,1086,1261,1750,1855,1918,1019,5476,1445,1117,1599,878,3574
ENSG00000001167,NFYA,4800,396,419,484,196,420,984,327,847,164,663,669,905,671,625,904,917,587,423,681,514,757
ENSG00000001460,STPG1,90529,198,129,245,95,286,481,158,189,78,392,337,501,402,653,341,340,449,84,427,251,426
ENSG00000001461,NIPAL3,57185,1211,488,972,675,2291,2168,1781,1125,253,2758,2293,1469,1767,4454,2055,2825,1123,816,1131,1051,2653
ENSG00000001497,LAS1L,81887,505,320,426,278,696,813,1048,1105,166,1016,1260,834,745,1126,628,1885,1171,596,1037,415,897
ENSG00000001561,ENPP4,22875,3215,263,3126,1280,2710,2549,4815,6081,302,1028,4877,6132,1984,3412,4173,8924,439,2859,2127,1800,8360
ENSG00000001617,SEMA3F,6405,576,239,396,62,451,222,199,1816,54,213,358,199,686,216,984,445,92,653,276,197,186
ENSG00000001626,CFTR,1080,30,61,16,1,7,7232,78,317,2695,5802,2,2357,6,245,22,3244,10,48,208,11,1038
ENSG00000001629,ANKIB1,54467,2109,932,2262,1679,3793,3096,4639,3058,635,2890,6681,5746,4053,3987,2644,7396,1966,2909,3637,1829,8285
ENSG00000001630,CYP51A1,1595,3642,445,2845,2982,5520,2226,8907,4234,412,2890,11286,8706,5121,7825,6107,17149,1183,6073,6123,2055,11748
ENSG00000001631,KRIT1,889,1618,825,2612,1399,2262,2718,3472,1701,690,2943,5860,5250,4432,4504,2741,5139,2206,2453,3764,2032,7291
ENSG00000002016,RAD52,5893,255,267,283,115,217,515,92,412,120,633,293,293,1080,354,203,347,491,197,349,250,289
ENSG00000002079,MYH16,84176,1,0,0,1,0,0,0,0,0,2,2,1,0,0,1,0,9,0,2,0,0
ENSG00000002330,BAD,572,278,123,297,200,387,487,450,544,66,278,587,736,414,452,327,826,419,317,355,153,466
ENSG00000002549,LAP3,51056,1151,520,771,509,881,797,1737,1676,203,691,1748,1138,1056,1579,1229,3677,848,1109,794,542,2198
ENSG00000002586,CD99,4267,2377,3387,2336,109,8073,8854,989,7155,1668,9417,717,4903,3954,9358,9819,11312,4136,3522,6239,6942,14077
ENSG00000002587,HS3ST1,9957,53,57,45,44,183,213,417,204,15,292,29,74,170,212,88,877,61,58,104,82,582
ENSG00000002726,AOC1,26,8,8,1,2,9,2,1,22,43,16,3,8,12,7,9,155,376,49,88,666,9
ENSG00000002745,WNT16,51384,0,1,0,0,1,3,13,58,1,5,134,1,1,0,5,9,3,0,0,2,100
ENSG00000002746,HECW1,23072,0,50,24,3,2,25,1,94,4,4,0,11,53,25,15,70,1,0,11,10,5
ENSG00000002822,MAD1L1,8379,215,238,167,117,383,529,343,365,130,539,551,354,764,452,1118,831,476,690,614,226,458
ENSG00000002834,LASP1,3927,3108,1542,1347,1531,4036,5166,3090,4050,504,4639,2941,2141,4105,5109,1831,8207,2304,2196,3125,1982,1967
ENSG00000002919,SNX11,29916,378,96,236,221,548,393,418,502,90,349,774,627,691,724,339,851,280,326,592,164,636
ENSG00000002933,TMEM176A,55365,1050,398,30,106,2832,5511,2959,3158,297,2438,2476,296,644,3843,1924,11101,1240,4134,4420,2790,2490
ENSG00000003056,M6PR,4074,2138,542,2674,887,2919,2159,3360,5496,414,2334,4314,3418,3722,3974,2114,8349,1340,3120,2155,1415,6700
ENSG00000003096,KLHL13,90293,104,58,710,242,158,224,568,227,46,224,2911,169,124,511,361,542,37,144,326,98,5178
ENSG00000003137,CYP26B1,56603,37,15,80,7,36,26,44,17,30,22,38,17,78,12,26,108,6,72,248,20,26
ENSG00000003147,ICA1,3382,1074,569,1719,1239,913,2124,3002,1248,497,2094,7015,4819,2854,2523,2383,4406,2276,2273,3263,1275,2905
ENSG00000003249,DBNDD1,79007,81,43,314,110,153,350,89,91,19,312,198,190,207,244,65,204,203,105,121,115,274
ENSG00000003393,ALS2,57679,1110,720,760,496,1387,2608,965,1151,295,2221,1324,1542,2430,2796,1204,1952,1169,877,1535,1361,2695
ENSG00000003400,CASP10,843,240,243,184,71,122,255,66,360,150,293,66,198,463,248,417,624,470,222,281,211,95
ENSG00000003402,CFLAR,8837,1284,1767,1203,582,946,2971,566,1573,949,2579,1411,1545,3206,2006,1939,2671,5560,1004,2134,1526,914
ENSG00000003436,TFPI,7035,802,2279,910,348,621,2471,1128,2454,931,2504,1596,1095,4068,1094,3529,3061,5964,2176,2236,2081,329
ENSG00000003509,NDUFAF7,55471,307,257,306,171,285,660,325,369,139,638,771,617,1182,666,681,582,539,407,518,401,492
ENSG00000003756,RBM5,10181,4930,3580,4038,1138,3456,7049,1644,2790,1307,10386,3239,4101,14114,5765,2774,4945,6670,2228,6401,3295,3821
ENSG00000003987,MTMR7,9108,3480,425,1248,792,2825,2459,690,665,247,2395,1438,1948,5984,4285,874,985,1529,646,1340,895,2600
ENSG00000003989,SLC7A2,6542,34307,2754,3777,13816,77978,54472,8106,5366,2742,35706,53533,2759,59102,112896,48429,8058,1328,9938,25599,16591,75167
ENSG00000004059,ARF5,381,1263,309,1082,806,1676,1646,1798,1470,222,1402,3418,5469,1510,2677,1916,3579,1633,1637,1702,960,4276
ENSG00000004139,SARM1,23098,1311,420,740,807,2371,1581,1460,2053,249,2297,2508,1296,2335,2510,1063,3667,1949,1570,2407,563,2055
ENSG00000004142,POLDIP2,26073,1037,248,664,1035,2062,1544,1687,1717,256,1320,3540,1614,1474,2451,1075,3132,1123,1615,1711,594,3532
ENSG00000004399,PLXND1,23129,1297,2056,3756,556,2058,1253,583,3551,563,1345,647,855,3269,2137,3074,4621,3415,1606,1344,964,1754
ENSG00000004455,AK2,204,2289,871,2004,801,3657,3050,1155,2179,426,2848,2314,3265,4148,4620,2639,2343,891,1155,1565,1734,3111
ENSG00000004468,CD38,952,20,27,6,2,15,6,6,34,26,7,14,22,15,5,21,41,39,15,8,5,14
ENSG00000004478,FKBP4,2288,2579,455,1923,882,3200,1869,2338,3491,291,2316,4918,3392,3649,4075,1268,6728,1201,2217,2327,1880,5837
ENSG00000004487,KDM1A,23028,2304,569,1269,891,3553,2327,1904,2518,233,2384,2907,4155,2432,9088,2638,3817,1143,1361,1530,1293,4130
ENSG00000004534,RBM6,10180,2352,2302,1658,746,1806,4021,1613,2123,992,3231,2042,2149,6521,2222,1488,2615,3015,1267,3859,1493,2478
ENSG00000004660,CAMKK1,84254,748,504,846,140,1621,334,264,642,216,745,180,2123,2906,557,489,399,407,385,1182,315,649
ENSG00000004700,RECQL,5965,1055,672,1224,302,1117,1048,1844,2866,261,838,1802,1641,1539,2464,1874,5232,733,1343,699,358,1470
ENSG00000004766,CCDC132,55610,1301,358,1360,662,1323,1683,1919,950,283,1693,2952,3426,2090,2462,1513,3942,1356,1264,1818,992,3764
ENSG00000004776,HSPB6,126393,7,297,891,7,9,88,1,14,52,51,1,170,43,83,29,162,53,29,55,1,1
ENSG00000004777,ARHGAP33,115703,403,576,273,99,217,590,145,159,103,942,189,158,853,540,123,200,1997,248,510,267,99
ENSG00000004779,NDUFAB1,4706,926,131,1312,720,674,502,1183,808,87,441,2983,2501,581,2155,716,1296,188,563,616,329,3620
ENSG00000004799,PDK4,5166,17129,10020,24994,9888,53018,10438,108084,5462,14692,27201,618169,7781,36299,15820,19710,15752,4487,9098,45541,104216,198447
ENSG00000004809,SLC22A16,85413,36,3,0,2,0,7,0,3,1,8,0,3,24,2,2,1,2,1,6,0,3
ENSG00000004838,ZMYND10,51364,214,17,21,42,58,36,136,136,11,54,271,124,175,60,152,114,59,66,208,22,277
ENSG00000004846,ABCB5,340273,37,47,23,10,20,76,11,23,58,90,11,16,251,16,30,33,132,29,207,110,7
ENSG00000004848,ARX,170302,1637,339,3,2078,2197,4354,2602,1057,201,2118,7285,17,2510,4763,614,8408,4822,1453,3782,1640,3746
ENSG00000004864,SLC25A13,10165,461,259,538,418,1660,1043,546,513,274,871,699,1297,2000,1508,669,1605,1181,886,984,411,1742
ENSG00000004866,ST7,102466616;93655;7982,344,258,835,582,1135,1155,1698,474,236,1210,4139,1513,1096,1630,638,2773,889,1234,1763,771,2435
ENSG00000004897,CDC27,996,3041,936,2066,1515,3440,2777,3672,4919,470,2405,4941,5039,4021,5120,4151,7064,1305,2604,2715,1220,4816
ENSG00000004939,SLC4A1,6521,1,1,3,0,1,0,0,7,4,2,0,2,0,0,3,4,1,4,3,3,28
ENSG00000004948,CALCR,799,1,8,3,0,8,12,209,540,11,2,0,11,3,92,48,70,630,771,9,8,522
ENSG00000004961,HCCS,3052,347,80,334,192,692,275,887,729,51,290,840,793,323,947,625,1561,137,551,527,165,1237
ENSG00000004975,DVL2,1856,873,522,355,429,850,853,427,1382,201,1191,771,857,1639,1444,831,1099,1083,783,1578,469,829
ENSG00000005001,PRSS22,64063,75,28,39,0,4,122,36,114,24,112,3,32,1,84,12,36,54,24,2,62,1
ENSG00000005007,UPF1,5976,3244,1488,1876,1587,4920,4283,2724,2295,770,5402,7385,2223,5557,8761,2460,7228,4465,2785,4004,1958,2468
ENSG00000005020,SKAP2,8935,701,761,871,746,1395,1207,1301,1645,236,976,1241,3073,849,1767,1383,6315,649,1101,1134,517,1317
ENSG00000005022,SLC25A5,292,5217,454,1115,1146,4023,3063,5664,3569,690,3077,9363,4015,3349,5793,2049,8180,2125,3458,2424,1409,2769
ENSG00000005059,CCDC109B,55013,548,123,520,42,293,117,336,449,69,386,727,1681,305,1327,542,890,161,315,243,78,747
ENSG00000005073,HOXA11,3207,0,0,0,0,0,0,3,7,0,0,0,0,0,2,0,3,0,0,0,0,0
ENSG00000005075,POLR2J,5439,355,74,382,355,1152,351,1264,497,78,495,1997,1267,427,1169,555,1591,351,664,445,287,2838
ENSG00000005100,DHX33,56919,383,250,209,207,459,592,286,589,146,590,769,313,894,633,532,772,643,612,1000,360,541
ENSG00000005102,MEOX1,4222,107,86,14,19,87,132,0,103,38,66,0,125,51,175,51,159,31,16,123,25,12
ENSG00000005108,THSD7A,221981,57,236,2163,3610,632,991,246,547,270,238,331,162,205,383,829,825,10686,352,563,382,3215
ENSG00000005156,LIG3,3980,682,440,343,482,896,1108,1402,1138,222,1055,1868,690,1573,1537,878,2808,967,989,1728,594,921
ENSG00000005175,RPAP3,79657,1039,213,470,241,986,586,1075,1309,167,593,846,1117,1673,1758,916,2213,414,815,1183,447,1468
ENSG00000005187,ACSM3,6296,423,95,123,2531,251,5280,2723,97,146,3338,3537,234,903,1354,135,527,579,152,1311,1128,11262
ENSG00000005189,AC004381.6,81691,230,55,62,67,880,646,243,192,13,3276,242,77,1784,935,81,149,59,41,527,116,2716
ENSG00000005194,CIAPIN1,57019,470,149,550,267,359,576,442,501,85,495,1207,890,737,1058,405,950,403,325,471,342,1520
ENSG00000005206,SPPL2B,NA,1554,1259,1587,1185,1393,3509,557,1297,687,3206,1296,1387,5248,1795,742,1914,4417,1633,4675,849,1333
ENSG00000005238,FAM214B,80256,238,156,524,189,235,466,268,320,68,195,967,330,407,253,275,504,561,222,241,100,307
ENSG00000005243,COPZ2,51226,23,141,38,10,7,124,27,242,25,43,34,95,89,41,142,440,17,72,54,17,69
ENSG00000005249,PRKAR2B,5577,623,388,2353,2160,4396,807,2883,1406,958,727,2496,3012,971,5280,3004,7439,655,2522,2223,318,1957
ENSG00000005302,MSL3,10943,348,279,340,140,405,613,434,799,187,491,555,661,626,548,551,1011,517,435,495,260,716
ENSG00000005339,CREBBP,1387,2661,2553,4090,1907,2192,5813,1425,2671,855,7004,3292,1963,5159,5216,2431,5752,6085,2145,3597,3269,2436
ENSG00000005379,BZRAP1,9256,917,1177,476,675,893,2567,1106,2048,423,2162,1074,943,2214,1227,915,1046,3422,790,2344,918,939
ENSG00000005381,MPO,4353,0,4,0,0,0,2,0,3,1,1,0,0,0,1,0,10,1,1,0,1,3
ENSG00000005421,PON1,5444,11,0,404,16,0,1,439,3,2,2,430,5,25,4,2,2415,12,1,2,8,2768
ENSG00000005436,GCFC2,6936,584,656,999,260,1332,1953,330,643,302,1952,956,1902,972,2932,912,1302,1852,445,765,1224,2196
ENSG00000005448,WDR54,84058,543,68,220,293,522,324,579,1012,51,458,1323,825,553,858,636,536,433,420,448,209,1056
ENSG00000005469,CROT,54677,229,109,398,185,784,767,652,403,85,450,1100,1030,623,742,421,1678,756,507,545,273,1313
ENSG00000005471,ABCB4,5244,66,75,49,185,117,323,46,270,45,492,1661,149,110,84,68,631,272,228,178,222,5150
ENSG00000005483,KMT2E,55904,2464,1974,2665,1772,3489,4053,3097,3352,937,5305,4042,3780,6694,6538,5301,9124,4775,3637,5820,3554,3857
ENSG00000005486,RHBDD2,57414,2956,467,2126,1915,5488,3306,5637,1671,379,4224,6892,6538,5662,5158,1785,7372,3025,3451,5196,1587,13272
ENSG00000005513,SOX8,30812,26,25,5,4,6,34,0,36,8,26,1,13,10,13,45,36,19,4,3,11,7
ENSG00000005700,IBTK,25998,3457,951,3557,1527,2657,4943,3441,4053,617,2535,2646,6125,4102,4106,3004,7194,1465,2198,3295,2866,7587
ENSG00000005801,ZNF195,7748,581,188,516,285,425,551,409,606,137,537,837,1058,1260,678,584,1050,378,377,578,316,532
ENSG00000005810,MYCBP2,23077,6714,3417,9419,5531,11307,9569,5185,7598,2660,11562,4585,7562,23762,15026,5980,24446,7111,7682,11716,4550,10821
ENSG00000005812,FBXL3,26224,2169,1405,2477,1343,2847,1991,1822,2901,391,2042,1476,4287,3203,5104,4329,8184,976,2357,2267,1174,5110
ENSG00000005844,ITGAL,3683,54,104,36,17,31,72,70,154,225,93,61,58,221,82,48,432,339,34,166,49,34
ENSG00000005882,PDK2,5164,901,386,214,520,879,1711,884,741,156,1415,1073,943,988,940,343,1693,857,353,634,621,860
ENSG00000005884,ITGA3,3675,2111,781,970,1978,3102,3859,2951,3521,496,3503,1519,3478,3311,2888,967,6834,2599,2305,2935,1824,1790
ENSG00000005889,ZFX,7543,2050,783,1246,1846,2981,3254,4789,3879,451,2554,2755,3114,4014,4386,2539,10677,1120,2494,3487,1300,4080
ENSG00000005893,LAMP2,3920,5998,1369,4035,2475,8288,6293,14005,10070,988,5878,8837,6630,5462,16224,6606,28477,2434,8864,8959,3833,14610
ENSG00000005955,GGNBP2,79893,2411,854,1542,1354,2473,2341,2744,2685,508,2179,4290,2967,3723,4471,2222,5600,1649,1775,3022,1339,2764
ENSG00000005961,ITGA2B,3674,63,123,59,12,15,74,35,156,26,59,19,24,331,30,27,41,83,35,190,39,26
ENSG00000005981,ASB4,51666,22,29,1248,1469,105,27,1201,13,46,60,456,1634,481,40,13,264,716,262,471,32,3218
ENSG00000006007,GDE1,51573,1320,297,1221,1361,1341,1785,3070,1327,234,1353,4074,2001,1324,4001,1414,4720,657,1254,1307,1020,3023
ENSG00000006015,C19orf60,55049,399,220,358,346,746,515,723,445,206,895,716,686,1490,1639,372,1262,861,546,1569,359,635
ENSG00000006016,CRLF1,9244,15,115,52,63,7,157,27,67,47,14,17,167,32,19,87,96,18,72,52,11,7
ENSG00000006025,OSBPL7,114881,246,246,208,203,442,541,299,386,145,797,295,231,727,662,205,453,644,271,775,178,358
ENSG00000006042,TMEM98,26022,376,251,36,127,735,1421,301,541,273,598,737,269,297,316,382,2575,715,533,744,464,265
ENSG00000006047,YBX2,51087,9,11,0,2,11,6,1,80,3,45,15,4,24,3,22,17,12,66,25,12,55
ENSG00000006059,KRT33A,3883,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,2,1,1,0,0
ENSG00000006062,MAP3K14,NA,465,242,119,129,257,350,173,326,133,373,164,334,461,411,169,539,470,177,653,173,123
ENSG00000006071,ABCC8,6833,17517,5929,15245,20761,9519,25594,3270,4338,4310,14558,5688,38419,50048,8305,699,23435,1925,6777,22721,9653,10680
ENSG00000006074,CCL18,6362,342,1,146,4,44,0,6,4,40,4,13,71,32,39,3,4,31,10,107,3,6
ENSG00000006075,CCL3,6348,256,35,15,27,4,22,219,11,5,36,31,64,287,40,22,266,29,11,40,10,50
ENSG00000006114,SYNRG,11276,3515,1173,2314,2159,5062,4978,2895,4132,1031,5004,4202,3717,7152,5851,3167,7203,3076,3607,6090,2505,4074
ENSG00000006116,CACNG3,10368,0,0,0,6,1,30,0,0,1,0,437,0,1,0,0,1,0,3,0,4,4
ENSG00000006118,TMEM132A,54972,786,126,985,72,892,280,707,1719,103,266,442,583,725,548,898,1572,83,805,1979,211,516
ENSG00000006125,AP2B1,163,7963,1543,4216,4772,11269,8527,13668,11894,998,6915,14659,9870,7987,16424,7774,20891,3455,9345,8531,4883,15868
ENSG00000006128,TAC1,6863,5,3,0,0,0,5,0,12,0,2,0,4,0,3,7,10,10,0,1,0,1
ENSG00000006194,ZNF263,283876;10127,801,580,1369,677,671,1438,796,1128,227,1404,2015,1206,1334,2087,677,1594,1486,706,1018,812,1668
ENSG00000006210,CX3CL1,6376,486,664,303,137,320,970,444,1125,175,740,630,251,545,210,789,504,940,478,342,527,2277
ENSG00000006282,SPATA20,64847,1000,693,324,863,2456,1574,1005,2649,379,2275,2022,767,3065,1576,756,3123,1970,1124,2350,846,454
ENSG00000006283,CACNA1G,8913,1,8,2,6,280,6,1,24,14,15,1,11,815,22,32,12,9,35,29,4,15
ENSG00000006327,TNFRSF12A,51330,103,177,209,185,129,127,36,453,37,51,87,302,49,57,340,209,73,253,94,46,281
ENSG00000006377,DLX6,1750,0,0,0,0,122,0,0,0,0,0,0,0,0,0,3,21,0,0,21,0,0
ENSG00000006432,MAP3K9,4293,1208,301,916,828,1972,1909,1439,1378,322,1134,1939,801,5137,1564,599,2564,1319,1297,2565,720,1619
ENSG00000006451,RALA,5898,633,298,772,397,1019,1019,1486,1171,113,788,2095,2387,1277,1778,1474,3191,440,1125,1200,549,1971
ENSG00000006453,BAIAP2L1,55971,347,124,191,512,697,629,1474,372,125,562,1902,337,665,1126,537,3042,1116,672,860,345,388
ENSG00000006459,KDM7A,80853,2769,954,836,395,4648,3373,1111,1439,501,4231,1197,4382,7324,4671,2814,5204,3452,1831,2700,2514,1724
ENSG00000006468,ETV1,2115,1588,390,2125,4550,2770,3410,682,1781,363,2985,19443,3974,711,6686,2492,6615,2877,1745,1821,3118,7061
ENSG00000006530,AGK,55750,372,220,522,277,763,805,598,637,145,710,1141,1132,980,1019,755,1349,944,503,899,433,1420
ENSG00000006534,ALDH3B1,221,74,120,68,33,206,236,569,104,135,183,997,66,510,106,57,561,207,51,520,237,413
ENSG00000006555,TTC22,55001,396,184,168,27,880,894,5,332,110,1113,320,832,964,1267,421,88,536,292,603,500,103
ENSG00000006576,PHTF2,57157,3403,785,4034,1970,8161,4687,5413,1725,889,3320,5450,2592,11870,5966,4470,7996,983,2898,5450,1393,10230
ENSG00000006606,CCL26,10344,566,58,83,0,290,30,2,11,84,184,0,10,261,533,7,16,5,52,522,1,0
ENSG00000006607,FARP2,9855,702,566,384,185,809,1123,445,488,258,1502,403,1345,1788,2409,588,1072,1692,483,868,612,922
ENSG00000006611,USH1C,10083,2934,554,8,1070,1779,2287,1898,1103,443,2227,584,3807,3250,1585,257,2604,1028,922,1943,764,2144
ENSG00000006625,GGCT,79017,261,111,219,251,813,385,862,404,92,361,1501,1079,393,981,552,1269,203,465,415,184,973
ENSG00000006634,DBF4,10926,164,94,101,94,289,155,361,250,70,165,423,389,401,304,284,914,174,331,327,115,306
ENSG00000006638,TBXA2R,6915,128,197,116,24,85,220,42,111,186,250,42,48,855,87,119,140,354,83,763,244,40
ENSG00000006652,IFRD1,3475,1142,669,1024,494,1274,2333,1975,765,570,2160,7932,2330,2654,1128,1180,2092,1759,1013,3267,1320,2639
ENSG00000006659,LGALS14,56891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
ENSG00000006695,COX10,1352,337,251,159,244,667,667,221,397,100,945,577,321,741,1241,321,499,362,448,742,488,486
ENSG00000006704,GTF2IRD1,9569,563,358,939,417,604,863,963,383,202,954,2014,807,1526,732,577,1303,1091,751,1709,334,851
ENSG00000006712,PAF1,54623,1515,371,965,1244,1763,1037,1965,1123,129,1349,3945,1633,1384,2796,1217,3318,730,969,1402,864,3005
ENSG00000006715,VPS41,27072,2421,1245,11478,1593,6301,6898,4129,3255,1274,4907,6446,6256,8786,6313,2836,10553,3331,3662,4134,3478,6167
ENSG00000006740,ARHGAP44,9912,1471,284,651,551,1631,1323,1151,1418,258,1627,1312,1535,1966,2573,1039,1579,722,1216,2640,662,1262
ENSG00000006744,ELAC2,60528,1182,505,918,650,1692,1737,945,1640,330,1693,2144,1645,1993,2268,1122,2319,1325,1042,2231,897,2002
ENSG00000006747,SCIN,85477,1241,194,24,596,3346,406,304,412,449,1515,150,5737,2344,2161,1257,1202,47,341,98,133,26
ENSG00000006756,ARSD,414,836,411,380,305,1790,2594,1777,4235,460,3098,1897,1606,570,2400,1907,4122,2764,2042,1641,1276,2966
ENSG00000006757,PNPLA4,8228,330,54,263,380,708,799,966,495,71,470,1145,683,540,1055,294,1333,399,598,681,235,1166
ENSG00000006788,MYH13,8735,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1,0,0,0,0
ENSG00000006831,ADIPOR2,79602,2020,620,1269,554,2778,1359,1746,3043,296,1268,1847,2100,3078,2136,2267,7054,765,2311,1102,767,2603
ENSG00000006837,CDKL3,51265,312,118,256,150,151,295,173,303,72,404,276,257,680,428,269,323,363,154,428,242,684
ENSG00000007001,UPP2,151531,2,0,4,1,0,0,1,0,0,0,0,24,0,0,2,3,68,0,0,2,76
ENSG00000007038,PRSS21,10942,1,0,2,0,0,3,0,0,1,2,16,6,6,3,1,4,0,2,0,1,0
ENSG00000007047,MARK4,57787,826,444,453,413,990,1088,831,476,132,1322,1560,518,1404,1257,763,1846,960,703,1058,547,1327
ENSG00000007062,PROM1,8842,15,22,6,0,3,335,5,31,131,309,9,282,2,36,21,660,2,3,9,56,1
ENSG00000007080,CCDC124,115098,404,139,271,419,603,593,594,374,50,700,1089,534,552,964,396,988,507,408,443,358,850
ENSG00000007129,CEACAM21,90273,10,24,16,4,7,19,5,24,13,18,3,9,37,19,21,84,22,6,24,13,4
ENSG00000007168,PAFAH1B1,5048,9081,2014,5619,4329,11936,5293,7363,11293,1158,6125,11400,11249,14224,13612,10134,13059,3386,9170,9982,3041,14352
ENSG00000007171,NOS2,4843,20,10,15,2,6,4,5,23,1,4,5,16,0,9,51,27,12,12,6,22,2
ENSG00000007174,DNAH9,1770,162,161,96,353,139,351,298,361,261,110,567,272,778,144,1053,643,926,559,896,124,1316
ENSG00000007202,KIAA0100,9703,6094,2214,3137,4784,10180,7684,7247,8136,1384,8128,12744,8563,7198,8536,4512,12257,5196,6443,8647,4197,11211
ENSG00000007216,SLC13A2,9058,11,1,0,1,8,1,6,1,2,2,3,3,4,0,10,5,3,0,0,1,29
ENSG00000007237,GAS7,8522,638,677,155,31,101,326,297,2248,213,478,37,353,350,766,1214,2614,325,214,427,138,36
ENSG00000007255,TRAPPC6A,79090,115,40,165,162,98,196,100,183,45,211,816,213,192,325,63,392,175,75,82,126,258
ENSG00000007264,MATK,4145,184,26,36,28,13,16,115,29,26,164,765,26,28,433,34,18,64,17,25,10,139
ENSG00000007306,CEACAM7,1087,0,3,1,1,0,50,14,113,22,40,0,113,0,8,1,254,0,1,0,3,0
ENSG00000007312,CD79B,974,34,38,7,6,10,20,7,27,98,19,24,39,38,13,31,34,119,13,5,20,14
ENSG00000007314,SCN4A,6329,10,18,27,4,5,25,2,14,13,5,29,16,23,6,23,8,20,3,4,17,2
ENSG00000007341,ST7L,54879,661,241,368,206,677,691,429,554,143,892,791,787,922,1229,850,1347,454,424,588,497,1314
ENSG00000007350,TKTL1,8277,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,3,2,3,0,0,0
ENSG00000007372,PAX6,5080,7052,1640,3137,7137,10270,12417,7,1395,947,9838,28145,12894,10154,21833,3555,1246,236,1112,21665,5004,2184
ENSG00000007376,RPUSD1,113000,135,83,218,180,148,267,144,244,49,264,622,209,237,382,165,333,322,125,158,84,223
ENSG00000007384,RHBDF1,64285,48,128,58,14,28,109,21,213,58,48,23,77,124,74,164,303,73,76,102,17,28
ENSG00000007392,LUC7L,55692,1012,1561,1563,549,595,2337,424,725,570,3209,619,1095,4530,943,736,716,2682,765,2665,1106,682
ENSG00000007402,CACNA2D2,9254,3326,1334,430,4845,11605,12589,1526,2481,379,9447,3382,89,3982,7786,1011,4641,3315,2808,3646,4076,6351
ENSG00000007516,BAIAP3,8938,8087,2207,5648,71,3183,7351,3481,2950,1340,10333,152,11654,10675,4412,410,4856,22797,2725,8955,3556,11196
ENSG00000007520,TSR3,115939,289,160,439,495,391,697,318,480,61,735,1405,578,383,843,300,706,447,237,350,276,1002
ENSG00000007541,PIGQ,9091,755,568,1039,716,578,1772,578,506,297,1604,1393,1140,1803,1157,298,955,1729,378,1245,639,1921
ENSG00000007545,CRAMP1L,57585,741,829,1331,412,537,1224,362,625,180,1946,874,500,1228,1642,356,945,1147,355,809,507,765
ENSG00000007866,TEAD3,7005,37,292,34,32,52,333,14,297,37,99,14,53,42,60,97,487,101,73,106,104,100
ENSG00000007908,SELE,6401,123,359,55,178,11,55,1,193,14,10,4,396,482,47,225,68,16,30,10,32,23
ENSG00000007923,DNAJC11,55735,663,419,653,380,459,1121,774,784,180,1180,1683,910,977,1485,709,1454,699,527,883,609,1321
ENSG00000007933,FMO3,2328,73,313,94,17,45,326,39,223,56,185,25,197,275,92,100,1410,214,216,166,47,26
ENSG00000007944,MYLIP,29116,521,765,779,425,545,836,828,1429,117,575,1272,1489,781,565,1505,1796,399,464,567,853,1206
ENSG00000007952,NOX1,27035,0,1,0,1,0,1,3,2,1,3,0,0,0,0,0,4,1,0,1,2,1
ENSG00000007968,E2F2,1870,28,33,18,10,39,36,34,121,28,45,36,9,217,23,122,100,70,68,112,46,94
ENSG00000008018,PSMB1,5689,2161,380,2138,855,1301,1624,2450,2069,245,910,3447,4026,1714,2697,1665,3867,517,1408,1398,778,4440
ENSG00000008056,SYN1,6853,582,175,416,229,1125,846,606,438,41,1051,641,571,811,1065,263,1178,397,512,814,363,490
ENSG00000008083,JARID2,3720,577,685,1149,297,496,1356,336,653,208,911,315,1107,1480,684,669,976,853,428,761,1077,747
ENSG00000008086,CDKL5,6792,303,132,403,268,421,541,901,729,75,455,376,437,454,1033,516,1668,532,611,834,261,720
