gene_id,gene_name,NCBI_Entrez_id,ICGC_0492,ICGC_0491,ICGC_0459,ICGC_0443,ICGC_0498,ICGC_0500,ICGC_0497,ICGC_0501,ICGC_0452,ICGC_0447,ICGC_0441,ICGC_0440,ICGC_0437,ICGC_0438,ICGC_0435,ICGC_0436,ICGC_0434,ICGC_0432,ICGC_0428,ICGC_0425,ICGC_0427
ENSG00000235257,AC093415.2,101928187;101928153,143,143,79,156,152,204,97,97,109,406,305,186,651,158,42,226,361,83,426,230,308
ENSG00000235261,NICN1-AS1,NA,1,1,3,3,1,16,0,4,1,14,3,4,9,3,2,1,6,1,6,4,0
ENSG00000235262,KDM5C-IT1,NA,18,15,10,3,6,54,3,7,22,36,2,9,137,8,5,7,51,16,96,31,2
ENSG00000235264,RPL5P28,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,2,1,0,0
ENSG00000235265,LA16c-4G1.5,NA,0,0,0,0,1,20,1,0,1,0,0,2,0,0,0,4,0,3,0,3,14
ENSG00000235266,RP11-753C18.8,NA,0,1,0,0,1,2,0,0,1,0,0,0,3,0,0,1,1,0,3,3,1
ENSG00000235267,AC074117.13,NA,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
ENSG00000235269,AL162759.1,NA,0,0,0,0,0,3,0,4,0,0,0,0,0,1,0,2,0,2,0,0,0
ENSG00000235271,RP1-90L6.3,NA,0,0,0,1,0,2,2,2,0,0,0,1,1,0,1,0,6,0,1,2,2
ENSG00000235272,FAM103A2P,NA,6,10,7,8,0,60,0,7,14,119,0,5,22,22,43,0,114,0,0,85,119
ENSG00000235274,RP1-107N3.1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
ENSG00000235275,KRT18P16,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,1,0
ENSG00000235277,AF127577.8,NA,3,5,6,0,0,9,0,0,3,5,4,1,35,2,0,3,14,0,21,8,3
ENSG00000235278,ZNF652P1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ENSG00000235279,RP11-539E19.2,NA,3,4,1,0,0,0,0,1,0,1,0,0,3,0,1,3,5,0,2,0,0
ENSG00000235280,MCF2L-AS1,NA,3,6,34,18,5,11,15,10,0,30,28,13,16,34,10,43,82,17,19,4,12
ENSG00000235281,RP11-526P5.2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
ENSG00000235282,RP1-8B22.1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000235283,RP11-395E19.5,NA,0,0,0,0,0,0,0,2,1,1,0,0,3,0,0,29,2,2,5,0,0
ENSG00000235285,SMIM2-IT1,100874377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
ENSG00000235286,AP000925.2,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0
ENSG00000235290,HLA-W,NA,2,0,0,0,1,0,0,0,0,0,0,1,0,3,0,4,0,0,0,1,1
ENSG00000235294,RPL7AP25,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235295,XXbac-B476C20.17,100192420,8,4,7,0,0,11,5,0,3,8,7,0,12,1,1,1,25,5,11,2,2
ENSG00000235296,AC137723.5,NA,0,2,0,0,0,0,0,0,0,3,2,0,0,1,1,1,0,1,1,0,4
ENSG00000235297,FAUP1,NA,0,0,0,0,0,0,1,2,0,2,2,0,2,2,0,2,1,0,0,0,0
ENSG00000235300,AC090627.1,NA,0,0,0,0,1,0,0,7,0,0,0,0,21,0,0,39,0,2,8,0,28
ENSG00000235303,RP1-79C4.1,NA,6,5,5,0,64,20,2,12,12,25,0,4,66,127,4,61,10,38,134,70,10
ENSG00000235304,RP11-265P11.2,286442,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000235308,RP11-82K18.2,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235310,RP11-250H24.4,NA,7,0,23,0,0,10,1,0,4,1,2,31,9,4,6,2,5,2,7,2,0
ENSG00000235313,HM13-IT1,NA,0,1,3,2,1,5,0,3,5,15,0,3,14,4,3,5,26,5,16,2,0
ENSG00000235314,LINC00957,255031,499,246,689,938,904,1074,1036,1204,221,1125,2999,1197,1573,1730,1025,1536,2366,631,1797,537,1250
ENSG00000235315,RPL23AP69,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000235316,DUSP8P5,2749,58,148,108,33,29,251,27,52,46,215,108,46,192,60,26,42,165,38,200,50,63
ENSG00000235319,AC012360.4,NA,2,1,0,2,0,5,3,4,0,5,2,3,2,7,2,3,1,0,0,0,7
ENSG00000235326,RP11-509J21.3,NA,11,20,47,3,5,27,7,3,3,30,54,22,42,9,15,9,100,3,19,22,33
ENSG00000235329,RP5-1168A5.1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000235330,RP11-165F24.2,NA,15,17,20,8,3,20,1,5,12,41,16,16,24,14,4,7,39,18,20,14,10
ENSG00000235331,NA,NA,6,2,5,11,6,14,4,2,0,13,1,7,23,7,5,3,6,7,21,10,6
ENSG00000235332,RP11-366O20.5,NA,2,0,9,0,0,4,2,0,0,1,2,2,1,2,1,2,2,0,0,1,1
ENSG00000235335,AC016723.4,NA,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000235338,DUSP5P2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000235339,RP11-626A1.1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000235343,AC005301.8,101929350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
ENSG00000235349,RP11-561N12.6,NA,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,4,0,0,0,3
ENSG00000235352,AC023128.2,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235354,CTA-276O3.4,NA,0,0,2,0,0,2,0,1,0,3,0,0,3,0,0,0,0,2,2,0,0
ENSG00000235358,RP11-399E6.1,NA,2,15,2,2,0,7,0,1,0,26,2,2,7,3,5,1,5,6,7,16,0
ENSG00000235363,SNRPGP10,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000235366,LINC01055,NA,0,2,2,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,8,2,0
ENSG00000235368,RP11-114G11.2,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235369,RPL36AP15,NA,0,0,0,1,3,0,0,1,0,1,2,2,3,3,3,0,1,3,1,0,0
ENSG00000235370,DNM1P51,NA,343,623,440,105,407,951,76,175,297,1443,32,234,1961,389,256,132,435,91,1571,632,355
ENSG00000235371,RP4-764D2.1,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
ENSG00000235373,RP11-206L10.3,101928379,329,257,417,163,266,1181,183,183,219,993,119,180,1544,250,305,331,1022,189,1417,751,111
ENSG00000235374,SSR4P1,NA,5,1,13,5,1,8,6,24,2,15,15,10,4,12,2,27,3,3,7,1,13
ENSG00000235376,RPEL1,729020,2,0,3,0,1,1,1,0,0,4,0,0,3,3,0,3,1,3,2,2,0
ENSG00000235378,MRPS10P1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235379,RPL7P31,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000235381,RP11-477D19.2,NA,87,36,118,41,45,149,48,117,24,136,39,99,197,63,56,77,92,36,114,105,134
ENSG00000235382,MTND4P31,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000235385,GS1-600G8.5,NA,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
ENSG00000235387,LINC00961,158376,23,30,6,5,14,16,4,18,4,24,25,18,76,13,30,12,15,17,3,22,16
ENSG00000235389,RP11-134K1.3,NA,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0
ENSG00000235390,CTD-2651B20.5,NA,4,1,2,0,0,3,0,1,2,5,0,0,22,1,0,1,9,1,10,7,0
ENSG00000235397,EPN2-AS1,100874018,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0
ENSG00000235398,LINC00623,728855,261,171,254,191,212,728,209,429,90,386,693,595,400,463,508,528,437,163,281,565,763
ENSG00000235399,RP11-204P2.3,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235400,RP4-641G12.4,NA,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,1,0
ENSG00000235408,SNORA71B,26776,44,0,32,6,18,32,16,22,9,43,21,15,70,48,42,31,50,39,102,22,26
ENSG00000235410,RP11-397C18.2,101928453,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000235411,AC007041.2,NA,2,0,1,0,0,1,0,0,0,2,0,0,2,0,2,0,1,0,2,2,0
ENSG00000235414,AC016737.1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ENSG00000235416,RP3-339A18.3,NA,2,0,0,0,0,2,0,0,1,8,0,0,14,4,0,0,0,0,4,0,0
ENSG00000235420,RPL29P30,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000235421,RP11-667F9.1,NA,0,0,4,0,0,2,0,0,2,10,1,0,0,0,8,22,3,0,10,2,0
ENSG00000235423,RP11-282O18.3,NA,58,25,143,28,118,64,55,144,26,87,39,98,221,93,65,87,50,69,97,39,105
ENSG00000235424,SUMO2P10,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000235428,WI2-2998D17.2,NA,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,8,0,0
ENSG00000235430,ZSWIM5P1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235433,AC009960.4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ENSG00000235434,RP11-91K11.2,NA,1,0,0,0,4,0,1,0,0,1,0,0,1,0,2,1,1,0,0,0,0
ENSG00000235436,DPY19L2P4,442523,258,29,168,206,59,284,248,265,36,409,326,595,334,297,263,192,559,272,469,165,541
ENSG00000235437,RP11-357C3.3,92249,19,48,45,18,41,65,26,22,28,89,38,41,97,55,33,72,155,49,141,50,38
ENSG00000235438,ESRRAP2,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1
ENSG00000235444,PSMB3P2,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235445,XXbac-B476C20.14,NA,3,9,5,2,1,8,0,1,1,4,0,2,27,0,2,2,11,0,5,2,0
ENSG00000235447,RP1-279N11.1,NA,1,0,1,0,8,24,16,1,3,4,0,6,12,5,4,24,9,0,8,7,2
ENSG00000235448,RP11-3L8.3,NA,0,0,14,1,0,0,3,2,1,0,0,0,0,0,0,0,6,1,6,1,0
ENSG00000235449,RP11-480I12.2,NA,0,2,3,1,2,0,0,1,1,2,2,2,1,2,2,2,3,3,13,0,0
ENSG00000235453,TOPORS-AS1,100129250,227,11,109,41,44,113,94,53,12,51,252,210,99,261,99,186,32,107,84,38,340
ENSG00000235454,RP11-678B3.2,NA,1,0,3,0,0,3,0,0,0,0,3,0,0,0,0,11,0,2,0,0,0
ENSG00000235455,IQCF5-AS1,101928999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000235459,RPS26P31,NA,0,0,5,0,0,0,0,0,0,0,0,4,0,1,0,4,0,0,1,1,1
ENSG00000235462,TAB3P1,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0
ENSG00000235467,RP11-513D4.2,NA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0
ENSG00000235469,MRPL50P4,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ENSG00000235470,RP11-225H22.5,NA,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0
ENSG00000235471,NA,NA,24,95,23,39,13,36,39,136,33,46,84,20,34,43,94,150,7,44,50,25,133
ENSG00000235472,EIF4A1P7,NA,0,0,2,0,0,0,0,0,1,0,2,2,0,0,1,1,0,1,0,0,0
ENSG00000235475,RP11-166O4.5,101929736,2,7,6,1,11,15,3,4,7,17,2,7,29,6,2,0,19,6,23,10,11
ENSG00000235477,RP11-122G18.5,NA,182,43,136,69,282,206,94,166,25,230,413,239,287,418,191,227,93,102,253,182,385
ENSG00000235478,AC006946.15,NA,11,3,10,0,12,5,0,10,0,12,1,3,2,9,11,4,0,5,3,0,67
ENSG00000235480,RP11-363D14.1,NA,0,0,6,1,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6
ENSG00000235481,RP11-133O22.6,NA,0,2,1,1,0,1,0,3,1,0,0,1,2,0,1,0,1,1,0,1,0
ENSG00000235482,RPL21P135,NA,5,17,3,1,2,14,4,0,10,14,6,5,87,3,7,3,28,2,52,17,0
ENSG00000235483,GYG2-AS1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235485,RP1-101G11.2,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0
ENSG00000235486,AC114755.7,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
ENSG00000235488,JARID2-AS1,100506681,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,2,0,1
ENSG00000235489,DBF4P1,NA,0,0,3,1,0,2,7,0,0,0,2,1,0,1,3,9,0,1,2,2,7
ENSG00000235491,AC097499.1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000235493,AC092415.1,NA,213,237,292,69,181,513,84,142,153,646,95,152,1262,189,128,210,729,137,537,436,64
ENSG00000235495,AC010987.5,NA,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ENSG00000235497,AC012506.4,NA,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1
ENSG00000235499,AC073046.25,NA,6,13,4,3,5,10,0,2,13,6,10,6,23,5,5,12,14,3,8,4,1
ENSG00000235500,SNX19P2,NA,0,1,4,0,16,0,0,2,1,0,0,1,0,1,0,2,966,0,0,0,0
ENSG00000235501,RP4-639F20.1,729970,55,34,6,9,16,17,46,96,8,41,45,34,36,36,42,79,51,24,24,8,133
ENSG00000235505,RP11-693N9.2,643733,31,25,29,5,23,33,15,55,53,34,11,39,84,21,60,89,41,32,30,39,39
ENSG00000235508,RPS2P7,NA,0,0,4,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,1
ENSG00000235510,BX842568.1,NA,3,0,0,1,1,0,1,3,0,0,0,0,1,0,3,0,5,5,2,0,3
ENSG00000235513,RP4-756G23.5,NA,9,25,37,5,6,35,9,36,9,14,2,14,38,8,16,22,37,6,29,21,10
ENSG00000235514,AP000226.9,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
ENSG00000235518,AC011196.3,NA,6,6,2,1,5,24,0,1,10,24,1,1,47,4,5,0,7,11,31,11,2
ENSG00000235522,AC009505.2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000235523,RP11-63P12.7,NA,4,7,0,1,0,13,0,1,4,8,0,3,26,9,2,1,3,1,11,5,0
ENSG00000235525,FTLP1,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000235527,RP5-1073O3.7,101928846,55,43,63,19,28,109,19,36,50,133,37,58,331,56,37,24,138,45,248,129,25
ENSG00000235529,AGAP1-IT1,100506749,9,16,2,4,4,23,1,8,6,26,5,1,24,8,7,26,39,10,25,26,49
ENSG00000235530,AC087294.2,NA,19,20,19,22,21,55,10,27,13,61,25,18,66,24,24,18,115,40,106,30,16
ENSG00000235531,RP11-383H13.1,100132891,67,276,48,7,34,145,14,243,71,74,11,115,23,105,135,660,87,80,49,22,13
ENSG00000235532,LINC00402,NA,0,1,1,0,0,3,1,1,17,1,0,0,1,1,2,1,18,2,1,0,1
ENSG00000235535,RP11-532N4.2,101927990,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235538,RP1-230L10.1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000235545,RP11-230B22.1,400756,1,1,1,0,1,11,2,2,2,4,1,5,6,1,4,9,9,2,3,4,19
ENSG00000235548,AC073551.1,NA,27,20,14,0,1,11,3,0,17,5,13,11,94,0,1,2,110,1,20,56,0
ENSG00000235549,RP11-781D11.1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235550,ANKRD26P2,NA,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,3,1,2,15
ENSG00000235552,RPL6P27,NA,0,0,2,0,4,6,0,0,0,0,2,2,0,2,0,3,0,2,3,4,5
ENSG00000235554,AC005822.1,NA,0,6,2,2,1,7,2,3,5,22,0,3,12,19,11,4,10,3,11,7,1
ENSG00000235555,SUMO1P4,NA,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000235559,NOL5BP,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
ENSG00000235560,AC002310.12,NA,21,16,77,36,19,69,11,51,20,75,55,60,63,68,47,51,82,17,70,86,102
ENSG00000235563,RP11-334A14.8,NA,0,3,3,0,0,2,0,34,2,1,0,1,0,7,0,2,0,0,1,6,0
ENSG00000235564,AP000477.2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
ENSG00000235565,RP11-86H7.7,NA,2,13,0,17,6,58,23,15,8,27,43,38,0,7,21,68,120,21,17,33,176
ENSG00000235566,RP11-435B5.7,NA,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,1,0,4,0,0
ENSG00000235568,NFAM1,150372,75,75,134,14,28,69,33,83,69,104,31,74,306,55,58,228,139,32,151,77,40
ENSG00000235570,LINC00533,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
ENSG00000235571,SNX18P14,NA,3,0,0,1,1,6,0,3,4,18,0,0,8,0,2,10,287,3,2,1,0
ENSG00000235573,RP3-412A9.12,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0
ENSG00000235574,AC073150.6,NA,0,1,0,0,1,0,0,0,0,2,7,1,7,1,0,2,7,0,15,2,2
ENSG00000235576,AC092580.4,101929531,0,2,0,0,0,0,0,7,5,0,2,3,0,1,2,7,3,6,0,1,3
ENSG00000235578,XXbac-B33L19.4,NA,0,2,1,0,0,2,0,0,0,0,3,0,0,6,0,4,0,0,4,3,34
ENSG00000235582,RP11-448G4.2,NA,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
ENSG00000235583,AC007562.1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
ENSG00000235584,AC008268.1,101926959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000235586,AC011247.3,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ENSG00000235587,GAPDHP65,NA,0,0,13,0,1,1,0,2,0,0,0,2,0,4,3,4,0,7,0,2,0
ENSG00000235590,GNAS-AS1,149775,66,0,58,0,0,20,0,9,2,5,3,112,326,1,36,9,4,31,40,3,1
ENSG00000235595,GAPDHP23,NA,0,0,0,0,0,1,0,0,3,1,0,1,0,0,1,0,1,0,0,0,0
ENSG00000235597,LINC01102,150568,7,6,6,3,1,29,5,3,11,17,0,3,65,3,4,3,43,10,37,12,3
ENSG00000235601,RP11-231K24.2,101928040,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235602,POU5F1P3,642559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000235605,RP5-827C21.1,NA,1,0,4,0,0,1,0,0,0,0,3,2,0,2,1,3,0,1,0,2,1
ENSG00000235608,NKX1-1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ENSG00000235609,AF127936.7,NA,89,27,107,39,264,95,107,109,27,171,46,253,597,337,192,477,48,102,113,116,48
ENSG00000235610,AC013448.2,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0
ENSG00000235613,NSRP1P1,NA,18,84,15,12,6,64,5,13,14,105,7,15,133,6,29,26,83,4,58,32,7
ENSG00000235615,AJ239322.1,NA,3,2,2,2,2,6,2,3,2,14,1,0,55,3,1,2,22,5,64,28,2
ENSG00000235616,ST13P2,NA,1,0,7,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,4,0,0
ENSG00000235617,XXbac-B476C20.10,NA,0,0,3,2,0,0,1,0,1,3,0,2,2,0,2,1,5,6,0,1,0
ENSG00000235618,RP11-324H6.5,326332,26,10,41,13,9,65,16,56,24,103,29,42,79,33,13,18,29,29,38,17,55
ENSG00000235619,RPL36AP33,NA,4,9,6,2,3,5,0,2,0,11,0,0,8,2,4,5,9,3,15,4,0
ENSG00000235621,LINC00494,284749,258,2,351,33,203,137,910,999,51,20,4,210,1237,40,476,1539,297,204,380,42,298
ENSG00000235623,OR7E110P,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000235626,KRT18P66,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000235628,TNR-IT1,NA,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ENSG00000235629,AC090952.5,NA,2,1,0,1,1,0,0,1,0,6,1,0,0,0,0,1,1,1,1,3,0
ENSG00000235631,RNF148,378925,11,24,4,10,12,27,6,3,12,58,9,4,122,7,13,6,22,7,61,16,14
ENSG00000235636,NUS1P1,NA,4,0,6,0,4,0,0,1,0,0,0,0,5,0,0,1,3,0,0,0,6
ENSG00000235638,MTND6P14,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000235639,AC002069.6,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ENSG00000235640,AC092646.1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ENSG00000235641,LINC00484,100129347,4,4,10,0,0,0,0,8,1,5,0,0,16,3,0,2,3,0,1,1,0
ENSG00000235643,RP1-69M21.2,101929181,8,18,10,2,7,16,1,6,8,21,2,2,30,3,7,12,46,7,25,9,1
ENSG00000235644,AC010095.7,NA,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ENSG00000235645,RP11-242G20.1,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000235646,MTND1P2,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000235649,MXRA5P1,NA,2,1,2,0,2,2,3,49,1,9,0,3,0,0,2,1,0,2,22,4,0
ENSG00000235651,AC064850.4,NA,11,10,9,3,9,21,2,5,3,26,3,9,58,8,4,12,20,2,23,12,1
ENSG00000235652,RP11-545I5.3,100507557,814,1041,1413,418,613,2092,291,458,1059,2781,400,677,10319,796,536,935,4112,715,3814,3091,493
ENSG00000235653,AC007253.1,NA,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,1,0
ENSG00000235655,H3F3AP4,440926,3694,759,1378,1293,974,3610,3310,2137,347,2798,4711,5153,1926,7180,1776,6099,1001,2481,632,1963,8811
ENSG00000235659,RP11-374M1.5,NA,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,6,0,1,0,3
ENSG00000235661,MIR670HG,100507261,40,29,19,14,8,18,42,43,21,70,16,22,128,5,74,44,16,10,127,109,27
ENSG00000235663,SAPCD1-AS1,NA,59,30,26,41,60,133,124,98,21,75,124,65,147,26,244,173,200,236,121,19,130
ENSG00000235664,AC005682.8,NA,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,5,1,1,0,0
ENSG00000235665,LINC00298,339788,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4,0,0,0,0
ENSG00000235670,RPL21P40,NA,0,2,0,1,0,11,0,0,4,5,3,1,0,4,1,1,3,1,0,8,1
ENSG00000235672,AC090286.2,NA,5,14,9,3,2,35,1,7,8,23,3,5,42,6,5,6,43,11,45,16,0
ENSG00000235674,LDHAP2,NA,0,0,0,0,0,0,3,3,0,0,1,1,0,0,1,1,0,1,1,0,0
ENSG00000235675,AC151961.1,NA,0,0,0,0,0,0,209,12,1,2,0,0,0,0,2,2,2,29,279,0,0
ENSG00000235677,NPM1P26,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
ENSG00000235679,RP11-449I17.9,NA,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0
ENSG00000235683,AC018442.1,NA,19,28,10,5,12,42,2,5,19,46,1,7,204,15,17,11,69,13,45,16,2
ENSG00000235687,LINC00993,101929520,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235688,AC116614.1,NA,3,25,0,13,4,26,4,4,2,80,108,2,27,16,24,0,36,2,0,18,0
ENSG00000235691,AC006987.5,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000235695,RP11-395P16.1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000235698,PA2G4P2,NA,3,4,1,3,0,1,0,1,1,3,1,0,15,0,3,1,1,2,7,4,0
ENSG00000235699,CXorf51B,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235700,CYCSP52,360155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
ENSG00000235701,PCBP2P1,NA,7,12,11,7,5,27,0,3,5,31,5,8,18,6,4,7,14,10,10,10,3
ENSG00000235703,LINC00894,100272228,256,358,259,117,88,908,172,458,114,934,152,257,485,191,199,133,1180,251,782,396,105
ENSG00000235704,AC023490.2,NA,7,2,0,0,0,5,0,0,0,0,5,0,0,0,1,0,9,0,0,0,0
ENSG00000235705,AL133481.1,NA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235706,DICER1-AS1,400242,290,204,444,183,92,689,206,490,140,801,532,297,820,258,144,223,1077,201,578,294,397
ENSG00000235707,RP11-323A7.1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
